Date,Open,High,Low,Close,Adj Close,Volume
2017-06-14,88.489998,88.750000,88.059998,88.440002,81.832489,6183900
2017-06-15,88.230003,89.620003,88.230003,89.379997,82.702255,7047500
2017-06-16,89.720001,89.769997,88.809998,89.660004,82.961342,13855000
2017-06-19,89.599998,89.860001,89.199997,89.860001,83.146400,5246200
2017-06-20,89.769997,90.209999,89.610001,89.629997,82.933578,5674200
2017-06-21,89.620003,89.949997,89.290001,89.400002,82.720772,4164500
2017-06-22,89.269997,89.410004,88.900002,89.029999,82.378418,4536700
2017-06-23,89.029999,89.800003,88.900002,89.419998,82.739258,8782100
2017-06-26,89.629997,89.680000,89.269997,89.360001,82.683754,4373300
2017-06-27,89.360001,89.360001,88.610001,88.610001,81.989784,5180400
2017-06-28,89.080002,89.209999,88.260002,88.370003,81.767723,4875000
2017-06-29,88.019997,88.220001,86.930000,86.989998,80.490807,8123500
2017-06-30,87.050003,87.470001,87.000000,87.150002,80.638863,6070300
2017-07-03,87.400002,88.000000,87.180000,87.739998,81.184784,3607400
2017-07-05,87.860001,88.000000,87.489998,87.669998,81.120026,4974300
2017-07-06,87.650002,87.949997,87.360001,87.370003,80.842438,6038900
2017-07-07,87.690002,87.820000,87.279999,87.650002,81.101524,5142200
2017-07-10,87.629997,87.870003,86.889999,87.089996,80.583344,5356400
2017-07-11,87.230003,87.449997,86.309998,86.769997,80.287254,5838600
2017-07-12,87.239998,87.470001,86.830002,86.959999,80.463066,4374200
2017-07-13,86.769997,87.050003,86.500000,86.699997,80.222488,5448900
2017-07-14,86.959999,87.290001,86.730003,87.099998,80.592613,4577700
2017-07-17,87.070000,87.910004,86.739998,87.550003,81.008980,5227800
2017-07-18,87.610001,88.760002,87.459999,88.639999,82.017548,7492300
2017-07-19,87.870003,88.410004,87.599998,88.349998,82.390190,6008500
2017-07-20,88.320000,89.309998,88.309998,88.599998,82.623322,7285000
2017-07-21,88.160004,88.680000,87.809998,88.610001,82.632645,5714800
2017-07-24,88.550003,88.599998,87.970001,88.180000,82.231659,6202000
2017-07-25,88.669998,89.199997,88.540001,89.139999,83.126907,6766700
2017-07-26,89.000000,89.419998,88.870003,89.300003,83.276108,6987000
2017-07-27,90.290001,90.750000,89.000000,90.680000,84.563011,11089200
2017-07-28,90.559998,91.000000,89.959999,90.209999,84.124710,6137500
2017-07-31,90.209999,91.070000,90.209999,90.820000,84.693573,7835700
2017-08-01,91.029999,91.730003,90.720001,91.099998,84.954689,8662100
2017-08-02,90.970001,91.300003,90.529999,91.040001,84.898735,7167700
2017-08-03,90.860001,91.750000,90.820000,90.860001,84.730873,6413200
2017-08-04,90.690002,91.080002,90.529999,90.669998,84.553688,5824400
2017-08-07,90.669998,91.559998,90.519997,91.440002,85.271759,5011300
2017-08-08,91.400002,91.940002,91.230003,91.580002,85.402306,5623400
2017-08-09,91.519997,91.940002,91.519997,91.919998,85.719368,5572800
2017-08-10,91.860001,92.000000,91.690002,91.739998,85.551506,6338200
2017-08-11,91.940002,92.080002,91.290001,91.339996,85.178490,7094200
2017-08-14,91.540001,91.949997,91.250000,91.650002,85.467575,5398400
2017-08-15,91.910004,92.360001,91.879997,92.199997,85.980484,5293400
2017-08-16,92.290001,92.949997,92.190002,92.440002,86.204292,7965500
2017-08-17,92.400002,92.669998,92.070000,92.070000,85.859253,5711400
2017-08-18,91.980003,92.779999,91.849998,92.470001,86.232277,6815000
2017-08-21,92.379997,92.959999,92.360001,92.860001,86.595970,4334300
2017-08-22,92.910004,92.959999,92.589996,92.790001,86.530685,4731500
2017-08-23,92.500000,92.660004,92.279999,92.440002,86.204292,3631900
2017-08-24,92.440002,92.570000,92.040001,92.269997,86.045761,5173700
2017-08-25,92.650002,92.860001,92.410004,92.510002,86.269577,4933000
2017-08-28,92.519997,92.709999,91.980003,92.470001,86.232277,5386500
2017-08-29,92.480003,92.690002,92.239998,92.320000,86.092377,3676300
2017-08-30,92.080002,92.080002,91.660004,91.870003,85.672745,4709600
2017-08-31,91.889999,92.389999,91.839996,92.269997,86.045761,5864400
2017-09-01,92.419998,92.660004,92.260002,92.529999,86.288216,4960700
2017-09-05,92.180000,92.739998,92.040001,92.720001,86.465416,6532100
2017-09-06,92.790001,92.910004,92.360001,92.720001,86.465416,6747200
2017-09-07,92.739998,93.360001,92.330002,92.970001,86.698540,7735400
2017-09-08,92.760002,93.150002,92.510002,92.839996,86.577309,6070100
2017-09-11,93.089996,94.190002,92.900002,93.989998,87.649734,10177300
2017-09-12,93.720001,93.980003,93.209999,93.510002,87.202126,5804000
2017-09-13,93.500000,93.769997,93.449997,93.550003,87.239418,5369300
2017-09-14,93.230003,93.650002,93.180000,93.550003,87.239418,5492300
2017-09-15,93.820000,93.820000,92.820000,93.269997,86.978294,12428800
2017-09-18,93.169998,93.500000,92.860001,93.150002,86.866394,6177700
2017-09-19,93.339996,94.449997,93.339996,94.169998,87.817581,6587200
2017-09-20,94.169998,94.669998,93.830002,94.400002,88.032082,5941500
2017-09-21,94.150002,94.500000,92.449997,92.639999,86.390800,9376700
2017-09-22,92.550003,93.000000,92.080002,92.239998,86.017784,6837700
2017-09-25,92.430000,93.089996,92.330002,92.720001,86.465416,6436200
2017-09-26,92.820000,92.849998,92.199997,92.650002,86.400124,4885200
2017-09-27,92.519997,92.519997,90.339996,90.870003,84.740196,9631200
2017-09-28,90.860001,91.120003,90.629997,90.889999,84.758835,4999800
2017-09-29,90.970001,91.430000,90.699997,90.980003,84.842773,6634500
2017-10-02,91.260002,92.400002,91.239998,91.769997,85.579483,7302400
2017-10-03,91.959999,92.339996,91.559998,92.120003,85.905891,5909900
2017-10-04,92.120003,92.800003,92.019997,92.419998,86.185638,6140700
2017-10-05,92.489998,92.650002,91.940002,92.029999,85.821945,6912800
2017-10-06,92.000000,92.349998,91.879997,92.330002,86.101723,5241900
2017-10-09,92.400002,92.620003,91.930000,92.120003,85.905891,5149000
2017-10-10,92.370003,93.040001,89.860001,91.620003,85.439613,17125600
2017-10-11,91.089996,91.730003,91.070000,91.459999,85.290405,7115400
2017-10-12,91.410004,92.309998,91.389999,92.150002,85.933853,5984900
2017-10-13,92.699997,93.510002,92.589996,93.040001,86.763817,6956700
2017-10-16,92.970001,93.370003,92.709999,93.139999,86.857079,4159100
2017-10-17,93.040001,93.089996,92.400002,92.800003,86.540031,5316100
2017-10-18,92.779999,92.949997,92.010002,92.769997,86.512032,7399700
2017-10-19,91.699997,91.989998,91.139999,91.589996,86.051285,8585000
2017-10-20,89.720001,89.959999,87.589996,88.250000,82.913277,19997800
2017-10-23,88.629997,88.860001,86.870003,87.300003,82.020729,13358200
2017-10-24,87.370003,87.419998,86.779999,86.980003,81.720062,11519000
2017-10-25,86.900002,87.110001,86.279999,86.860001,81.607323,9024300
2017-10-26,87.190002,87.769997,87.099998,87.500000,82.208626,6233800
2017-10-27,87.529999,87.529999,86.449997,87.040001,81.776443,7433800
2017-10-30,86.910004,87.080002,86.160004,86.269997,81.052994,5387100
2017-10-31,86.489998,86.500000,85.720001,86.339996,81.118767,7119000
2017-11-01,86.330002,87.139999,86.110001,86.889999,81.635521,4884100
2017-11-02,86.779999,87.040001,86.230003,86.510002,81.278496,5021200
2017-11-03,86.779999,87.160004,86.459999,86.580002,81.344261,5106500
2017-11-06,86.550003,86.639999,86.029999,86.050003,80.846306,5186700
2017-11-07,86.040001,87.000000,85.419998,86.980003,81.720062,6875100
2017-11-08,86.989998,87.599998,86.800003,87.580002,82.283791,6910000
2017-11-09,87.349998,88.169998,87.300003,87.779999,82.471687,5280000
2017-11-10,87.989998,88.389999,87.779999,88.160004,82.828712,7227300
2017-11-13,88.669998,89.410004,88.629997,89.000000,83.617905,6873500
2017-11-14,88.739998,89.050003,88.470001,88.870003,83.495773,5035500
2017-11-15,88.730003,88.940002,88.000000,88.230003,82.894478,6688100
2017-11-16,89.839996,89.900002,88.769997,89.250000,83.852783,7205100
2017-11-17,88.949997,89.089996,88.080002,88.430000,83.082382,5941800
2017-11-20,88.430000,88.559998,87.709999,88.269997,82.932045,4926200
2017-11-21,88.180000,89.209999,88.019997,88.720001,83.354843,6196400
2017-11-22,88.500000,88.910004,88.059998,88.330002,82.988419,6006900
2017-11-24,88.589996,88.959999,88.419998,88.449997,83.101166,2196700
2017-11-27,88.330002,89.099998,88.150002,88.959999,83.580322,6199700
2017-11-28,89.480003,89.519997,88.910004,89.400002,83.993729,4841300
2017-11-29,89.400002,89.809998,89.029999,89.379997,83.974922,5158900
2017-11-30,89.349998,90.370003,89.209999,89.989998,84.548042,9789900
2017-12-01,90.180000,90.529999,89.120003,90.360001,84.895660,7953200
2017-12-04,91.760002,91.910004,89.830002,91.410004,85.882172,9003700
2017-12-05,91.519997,91.839996,91.070000,91.400002,85.872772,8683000
2017-12-06,91.389999,91.779999,91.070000,91.250000,85.731850,6737400
2017-12-07,91.050003,91.070000,89.889999,90.099998,84.651390,7273600
2017-12-08,90.019997,90.370003,89.580002,90.370003,84.905083,5883400
2017-12-11,90.230003,90.330002,89.750000,90.230003,84.773544,4856000
2017-12-12,90.449997,90.510002,89.820000,89.849998,84.416512,6558900
2017-12-13,90.019997,91.410004,89.970001,90.879997,85.384232,7141000
2017-12-14,90.940002,91.430000,90.900002,91.000000,85.496971,5853500
2017-12-15,91.570000,92.269997,91.480003,91.889999,86.333153,15924000
2017-12-18,91.980003,93.139999,91.809998,91.879997,86.323746,7405700
2017-12-19,92.000000,92.129997,91.580002,91.680000,86.135834,5644400
2017-12-20,91.800003,91.970001,91.349998,91.529999,85.994904,6938500
2017-12-21,91.660004,92.080002,91.529999,91.669998,86.126450,4860400
2017-12-22,91.879997,92.430000,91.720001,92.129997,86.558632,4919400
2017-12-26,92.349998,92.769997,92.150002,92.480003,86.887466,3431900
2017-12-27,92.489998,92.750000,91.930000,92.099998,86.530449,4276700
2017-12-28,92.300003,92.540001,91.910004,92.070000,86.502258,3005400
2017-12-29,92.239998,92.459999,91.879997,91.879997,86.323746,4346700
2018-01-02,91.919998,91.930000,90.550003,90.650002,85.168144,7558900
2018-01-03,90.730003,91.089996,90.519997,90.540001,85.064796,5863600
2018-01-04,90.830002,91.769997,90.610001,91.180000,85.666084,6322500
2018-01-05,91.269997,91.300003,90.570000,91.239998,85.722450,5949700
2018-01-08,90.930000,91.769997,90.930000,91.720001,86.173424,4860700
2018-01-09,91.470001,91.650002,91.010002,91.050003,85.543945,6630100
2018-01-10,90.910004,90.910004,90.010002,90.470001,84.999008,6564700
2018-01-11,90.400002,90.519997,89.919998,90.150002,84.698372,5469700
2018-01-12,90.050003,90.339996,89.349998,89.610001,84.191025,8111000
2018-01-16,90.139999,90.769997,89.639999,90.220001,84.764122,9465300
2018-01-17,90.559998,91.730003,90.430000,91.199997,85.684868,8345500
2018-01-18,90.239998,90.650002,89.669998,90.180000,85.372078,7699800
2018-01-19,90.279999,91.260002,90.239998,91.070000,86.214645,9364000
2018-01-22,90.879997,91.919998,90.769997,91.889999,86.990929,8658000
2018-01-23,89.820000,90.209999,88.599998,89.050003,84.302330,18756300
2018-01-24,89.059998,89.160004,87.699997,88.309998,83.601776,15141900
2018-01-25,88.680000,89.050003,88.010002,88.339996,83.630180,11264400
2018-01-26,88.169998,88.169998,87.230003,87.730003,83.052696,11503100
2018-01-29,87.690002,87.739998,86.690002,86.860001,82.229095,11685800
2018-01-30,86.820000,87.440002,86.629997,86.949997,82.314285,9662900
2018-01-31,86.809998,87.410004,86.080002,86.339996,81.736816,11798100
2018-02-01,86.150002,86.500000,85.559998,85.849998,81.272934,8606300
2018-02-02,85.559998,85.610001,84.209999,84.250000,79.758240,12846300
2018-02-05,83.989998,84.370003,80.099998,81.059998,76.738312,17462200
2018-02-06,80.529999,82.449997,80.120003,82.379997,77.987930,19955500
2018-02-07,82.300003,83.389999,81.820000,81.839996,77.476730,11851800
2018-02-08,82.029999,82.220001,80.150002,80.220001,75.943108,14596100
2018-02-09,80.980003,81.029999,78.589996,79.919998,75.659088,18838800
2018-02-12,80.610001,81.669998,80.580002,81.330002,76.993919,10769000
2018-02-13,81.150002,81.830002,80.910004,81.500000,77.154854,9278700
2018-02-14,81.059998,81.260002,80.269997,80.680000,76.378571,9412000
2018-02-15,80.970001,82.410004,80.500000,82.410004,78.016335,8910700
2018-02-16,82.209999,83.250000,82.129997,82.599998,78.196213,10371700
2018-02-20,82.190002,82.220001,81.070000,81.339996,77.003380,7087700
2018-02-21,81.309998,81.809998,80.190002,80.239998,75.962029,9134500
2018-02-22,80.470001,81.279999,80.169998,80.839996,76.530045,10277700
2018-02-23,81.010002,81.120003,80.480003,81.050003,76.728851,10321800
2018-02-26,81.449997,81.690002,81.050003,81.629997,77.277924,9422200
2018-02-27,81.889999,82.000000,80.510002,80.540001,76.246033,8919600
2018-02-28,80.680000,80.790001,78.500000,78.519997,74.333733,16862000
2018-03-01,78.400002,79.279999,77.900002,78.699997,74.504135,13504200
2018-03-02,78.480003,79.660004,78.419998,79.500000,75.261482,9317700
2018-03-05,79.279999,80.389999,79.150002,80.290001,76.009361,8177000
2018-03-06,80.410004,80.419998,79.370003,80.019997,75.753761,9085300
2018-03-07,79.529999,79.639999,78.900002,79.160004,74.939606,9089500
2018-03-08,79.169998,79.989998,79.019997,79.970001,75.706429,7951700
2018-03-09,80.180000,80.750000,79.900002,80.290001,76.009361,7662200
2018-03-12,80.230003,80.620003,79.760002,79.860001,75.602295,7182000
2018-03-13,80.000000,80.190002,79.360001,79.720001,75.469749,9620200
2018-03-14,79.690002,79.839996,78.860001,79.000000,74.788147,8898100
2018-03-15,79.089996,79.139999,78.540001,78.669998,74.475723,6996900
2018-03-16,78.930000,79.389999,78.839996,78.970001,74.759743,17715400
2018-03-19,78.970001,79.570000,78.269997,78.660004,74.466270,8368200
2018-03-20,78.739998,79.099998,77.959999,78.309998,74.134918,8465500
2018-03-21,78.050003,78.239998,76.879997,77.040001,72.932648,9822800
2018-03-22,76.830002,77.519997,76.370003,76.410004,72.336220,10481600
2018-03-23,76.790001,77.180000,75.809998,75.910004,71.862885,11728300
2018-03-26,76.570000,76.870003,76.019997,76.410004,72.336220,12937000
2018-03-27,76.529999,78.440002,76.300003,77.790001,73.642647,11288200
2018-03-28,77.949997,79.139999,77.949997,78.839996,74.636665,12857800
2018-03-29,79.430000,80.489998,79.180000,79.279999,75.053215,10036400
2018-04-02,79.260002,79.370003,77.059998,77.400002,73.273445,12017200
2018-04-03,77.559998,78.800003,77.180000,78.459999,74.276932,11933100
2018-04-04,77.820000,79.519997,77.589996,79.050003,74.835480,9030800
2018-04-05,79.089996,79.320000,78.510002,78.800003,74.598816,7864700
2018-04-06,78.370003,79.360001,77.900002,78.430000,74.248535,8300800
2018-04-09,78.800003,78.849998,77.570000,78.160004,73.992928,9031200
2018-04-10,78.709999,78.839996,77.940002,78.370003,74.191719,6779000
2018-04-11,78.190002,78.690002,78.040001,78.269997,74.097061,7143500
2018-04-12,78.639999,78.699997,77.790001,77.790001,73.642647,8282300
2018-04-13,78.059998,78.440002,77.720001,78.370003,74.191719,6198500
2018-04-16,78.559998,78.860001,78.040001,78.610001,74.418930,5962200
2018-04-17,78.930000,78.940002,78.099998,78.430000,74.248535,6492400
2018-04-18,78.580002,78.680000,78.019997,78.199997,74.030785,7349400
2018-04-19,75.389999,75.720001,74.199997,74.949997,71.610832,16955600
2018-04-20,74.040001,74.919998,73.739998,73.800003,70.512077,14085000
2018-04-23,73.589996,73.980003,72.760002,73.000000,69.747704,13653400
2018-04-24,73.059998,73.330002,72.150002,72.500000,69.269981,16551700
2018-04-25,72.410004,72.750000,71.949997,72.300003,69.078911,14208800
2018-04-26,72.570000,73.010002,72.370003,72.750000,69.508850,11204300
2018-04-27,72.529999,73.080002,72.209999,72.809998,69.566170,8144800
2018-04-30,72.910004,72.919998,72.160004,72.339996,69.117111,13076500
2018-05-01,72.050003,72.330002,71.660004,71.959999,68.754051,8103800
2018-05-02,71.940002,72.010002,70.730003,70.940002,67.779495,10830900
2018-05-03,70.809998,71.720001,70.739998,71.360001,68.180771,9386500
2018-05-04,71.379997,72.620003,71.339996,72.430000,69.203110,8107400
2018-05-07,72.669998,73.220001,71.889999,71.980003,68.773155,6633600
2018-05-08,72.050003,72.120003,71.110001,71.440002,68.257217,8084100
2018-05-09,71.769997,72.550003,71.739998,72.370003,69.145782,7528400
2018-05-10,72.940002,73.339996,72.690002,73.150002,69.891029,7618500
2018-05-11,73.629997,74.099998,73.050003,73.370003,70.101227,7586200
2018-05-14,73.779999,73.779999,73.089996,73.279999,70.015236,8646900
2018-05-15,73.309998,73.410004,72.599998,72.949997,69.699936,11502800
2018-05-16,72.980003,73.930000,72.959999,73.529999,70.254097,8325000
2018-05-17,73.519997,74.000000,73.400002,73.959999,70.664948,8053600
2018-05-18,73.980003,74.070000,73.110001,73.449997,70.177658,7042700
2018-05-21,73.750000,74.250000,73.419998,74.059998,70.760475,6428400
2018-05-22,74.459999,74.940002,73.830002,74.029999,70.731827,7744200
2018-05-23,74.019997,74.300003,73.720001,74.180000,70.875137,6592500
2018-05-24,74.080002,74.349998,73.589996,73.769997,70.483406,6508900
2018-05-25,73.900002,74.620003,73.750000,74.309998,70.999344,7546500
2018-05-29,74.059998,74.699997,73.769997,74.050003,70.750938,8905600
2018-05-30,74.330002,75.019997,74.050003,74.889999,71.553513,8128600
2018-05-31,74.669998,74.690002,72.800003,73.169998,69.910133,15526000
2018-06-01,73.330002,73.739998,72.860001,73.449997,70.177658,7209300
2018-06-04,73.540001,74.620003,73.449997,74.180000,70.875137,8743800
2018-06-05,74.279999,74.379997,73.599998,73.970001,70.674500,6910100
2018-06-06,74.070000,74.419998,73.720001,74.349998,71.037567,7002900
2018-06-07,74.180000,76.389999,74.099998,75.760002,72.384758,13476100
2018-06-08,75.849998,77.209999,75.739998,77.180000,73.741486,13625300
2018-06-11,76.970001,77.690002,76.879997,77.529999,74.075890,9049400
2018-06-12,77.820000,77.889999,77.110001,77.239998,73.798805,8786000
2018-06-13,77.400002,77.400002,76.199997,76.470001,73.063118,8022400
2018-06-14,76.559998,76.559998,75.699997,75.989998,72.604507,8895200
2018-06-15,76.160004,77.510002,75.919998,77.379997,73.932571,14943500
2018-06-18,76.860001,77.099998,75.389999,75.839996,72.461189,7384900
2018-06-19,75.589996,76.680000,75.570000,76.330002,72.929359,8514000
2018-06-20,76.349998,76.349998,75.540001,75.849998,72.470734,6603500
2018-06-21,75.529999,77.050003,75.529999,76.440002,73.034454,8691200
2018-06-22,76.790001,77.629997,76.769997,77.430000,73.980347,11446400
2018-06-25,77.279999,77.940002,77.180000,77.790001,74.324318,11300500
2018-06-26,77.790001,78.309998,77.360001,78.000000,74.524948,9558500
2018-06-27,78.110001,78.709999,77.559998,77.690002,74.228767,7873300
2018-06-28,77.860001,78.320000,77.660004,78.050003,74.572731,5714400
2018-06-29,77.930000,78.540001,77.290001,78.059998,74.582275,7679900
2018-07-02,77.500000,78.309998,77.419998,78.129997,74.649170,6092800
2018-07-03,78.540001,78.760002,77.779999,77.900002,74.429420,5897200
2018-07-05,78.139999,79.250000,78.120003,79.209999,75.681046,7956100
2018-07-06,79.379997,79.620003,78.900002,79.309998,75.776588,7244000
2018-07-09,78.459999,78.830002,77.779999,77.860001,74.391182,9095900
2018-07-10,78.070000,79.940002,77.989998,79.820000,76.263863,12773500
2018-07-11,79.629997,79.839996,79.029999,79.160004,75.633270,7851600
2018-07-12,79.339996,79.519997,78.570000,78.889999,75.375313,8556800
2018-07-13,79.080002,79.470001,78.900002,79.309998,75.776588,6021300
2018-07-16,79.209999,79.629997,78.830002,79.529999,75.986794,6931200
2018-07-17,79.660004,80.500000,79.550003,80.029999,76.464508,8983400
2018-07-18,79.720001,80.209999,79.330002,79.720001,76.168320,9105100
2018-07-19,78.419998,79.190002,77.889999,78.730003,75.905319,8010600
2018-07-20,78.320000,79.059998,78.320000,78.680000,75.857101,8234700
2018-07-23,78.489998,78.940002,78.239998,78.510002,75.693207,5881600
2018-07-24,77.540001,79.010002,77.540001,78.989998,76.155975,8297100
2018-07-25,78.720001,79.599998,78.720001,79.470001,76.618767,6208400
2018-07-26,79.559998,80.769997,79.470001,80.089996,77.216515,9771100
2018-07-27,79.669998,80.830002,79.459999,80.580002,77.688934,7492900
2018-07-30,80.070000,80.500000,79.839996,80.199997,77.322563,7090700
2018-07-31,80.389999,80.980003,79.430000,80.879997,77.978172,9878200
2018-08-01,80.419998,80.820000,80.110001,80.650002,77.756424,7556700
2018-08-02,80.800003,82.220001,80.589996,82.000000,79.057991,9261700
2018-08-03,82.139999,83.099998,81.919998,82.330002,79.376152,7102800
2018-08-06,82.199997,82.930000,82.150002,82.519997,79.559326,5669200
2018-08-07,82.410004,82.680000,81.730003,82.639999,79.675034,6418000
2018-08-08,82.099998,82.800003,82.099998,82.349998,79.395424,4891300
2018-08-09,82.440002,82.440002,81.300003,81.400002,78.479523,5167400
2018-08-10,81.300003,81.760002,81.000000,81.430000,78.508446,5566000
2018-08-13,81.699997,82.080002,81.150002,81.519997,78.595215,5068100
2018-08-14,81.389999,81.720001,81.230003,81.309998,78.392746,6226900
2018-08-15,81.300003,82.370003,80.809998,82.300003,79.347229,8753500
2018-08-16,82.459999,84.000000,82.309998,83.690002,80.687355,12368000
2018-08-17,83.730003,84.199997,83.599998,83.690002,80.687355,8409300
2018-08-20,83.889999,83.949997,83.309998,83.639999,80.639145,6795800
2018-08-21,83.570000,84.000000,83.089996,83.900002,80.889816,8534500
2018-08-22,83.809998,83.849998,83.059998,83.389999,80.398117,5132600
2018-08-23,83.010002,83.599998,82.839996,83.239998,80.253494,4323200
2018-08-24,83.220001,83.550003,83.029999,83.360001,80.369194,5356000
2018-08-27,83.500000,83.820000,83.019997,83.440002,80.446320,3941500
2018-08-28,83.720001,83.860001,83.320000,83.480003,80.484886,5405200
2018-08-29,83.510002,83.760002,83.290001,83.489998,80.494522,4520400
2018-08-30,83.389999,83.739998,83.190002,83.410004,80.417404,4549700
2018-08-31,83.349998,83.529999,82.389999,82.949997,79.973907,6674900
2018-09-04,82.480003,82.959999,82.070000,82.699997,79.732880,5800700
2018-09-05,82.110001,83.470001,82.110001,83.290001,80.301704,7651900
2018-09-06,82.910004,83.309998,82.489998,82.650002,79.684677,7541100
2018-09-07,82.099998,82.199997,81.250000,81.910004,78.971222,11110900
2018-09-10,82.580002,83.099998,82.339996,82.379997,79.424347,6783000
2018-09-11,82.129997,82.419998,81.629997,82.010002,79.067635,5210300
2018-09-12,81.900002,83.180000,81.699997,83.110001,80.128166,5925200
2018-09-13,83.269997,83.489998,82.650002,83.449997,80.455956,5328400
2018-09-14,83.470001,83.669998,82.970001,83.610001,80.610222,5004100
2018-09-17,83.500000,84.269997,83.339996,84.250000,81.227257,7098800
2018-09-18,84.290001,84.290001,83.580002,84.000000,80.986237,6022800
2018-09-19,83.919998,84.290001,83.769997,84.000000,80.986237,6157600
2018-09-20,84.290001,85.639999,84.230003,85.360001,82.297440,10053000
2018-09-21,85.809998,86.279999,85.519997,85.820000,82.740929,17402500
2018-09-24,85.629997,85.709999,84.230003,84.269997,81.246536,6389400
2018-09-25,84.279999,84.410004,83.080002,83.120003,80.137810,5657200
2018-09-26,83.250000,83.989998,83.029999,83.260002,80.272781,6581000
2018-09-27,83.040001,83.629997,82.809998,82.860001,79.887138,6277600
2018-09-28,83.029999,83.290001,82.790001,83.230003,80.243866,5125800
2018-10-01,83.309998,83.720001,83.169998,83.669998,80.668060,4899900
2018-10-02,83.480003,84.440002,83.370003,84.360001,81.333321,7390900
2018-10-03,84.440002,84.519997,82.849998,83.029999,80.051033,7958700
2018-10-04,82.500000,82.500000,81.099998,81.919998,78.980858,7029900
2018-10-05,81.980003,82.449997,81.980003,82.150002,79.202606,5454600
2018-10-08,81.980003,82.739998,81.750000,82.400002,79.443642,7192300
2018-10-09,82.389999,82.720001,82.059998,82.199997,79.250809,6268100
2018-10-10,81.809998,82.680000,81.440002,81.440002,78.518089,9295800
2018-10-11,81.639999,81.970001,78.669998,78.870003,76.040291,12560300
2018-10-12,79.370003,79.379997,78.489998,79.059998,76.223465,9878700
2018-10-15,79.010002,80.540001,78.919998,80.129997,77.255074,9691500
2018-10-16,79.910004,81.089996,79.900002,81.010002,78.103516,9462600
2018-10-17,80.760002,82.180000,80.379997,81.860001,78.923019,10375300
2018-10-18,80.709999,81.339996,80.000000,80.239998,78.044907,9869500
2018-10-19,84.860001,87.760002,84.860001,87.300003,84.911781,30276400
2018-10-22,86.730003,87.239998,85.230003,86.599998,84.230919,14124100
2018-10-23,86.010002,87.300003,86.010002,87.160004,84.775612,16269500
2018-10-24,87.279999,90.699997,87.220001,89.459999,87.012672,26703500
2018-10-25,88.110001,89.330002,87.309998,89.000000,86.565269,14647000
2018-10-26,88.690002,89.169998,87.389999,87.860001,85.456459,14335900
2018-10-29,88.290001,89.419998,87.440002,88.239998,85.826050,12878900
2018-10-30,88.849998,89.430000,88.209999,89.190002,86.750069,13844000
2018-10-31,88.769997,89.320000,87.269997,88.680000,86.254021,13362400
2018-11-01,88.809998,89.830002,88.180000,89.589996,87.139122,9732400
2018-11-02,89.879997,89.949997,88.980003,89.809998,87.353104,11336000
2018-11-05,89.889999,91.440002,89.820000,91.199997,88.705078,12270100
2018-11-06,90.860001,91.529999,90.430000,91.510002,89.006599,8857800
2018-11-07,91.589996,91.620003,90.620003,91.290001,88.792618,9019800
2018-11-08,90.949997,91.529999,90.669998,91.360001,88.860710,6614400
2018-11-09,91.349998,92.669998,91.169998,92.410004,89.881981,10713500
2018-11-12,92.209999,93.449997,91.750000,92.699997,90.164040,12522100
2018-11-13,91.970001,93.570000,91.589996,93.470001,90.912979,13438700
2018-11-14,93.419998,93.900002,92.989998,93.489998,90.932434,11623000
2018-11-15,93.330002,93.900002,92.720001,93.830002,91.263130,12506000
2018-11-16,93.820000,94.809998,93.669998,93.820000,91.253395,13013500
2018-11-19,93.720001,94.190002,92.910004,93.290001,90.737900,9458300
2018-11-20,93.239998,93.790001,91.860001,92.099998,89.580460,12074000
2018-11-21,91.660004,92.370003,91.239998,91.410004,88.909332,8911800
2018-11-23,91.250000,91.989998,90.629997,91.540001,89.035782,4399600
2018-11-26,91.150002,92.400002,91.150002,91.940002,89.424843,8171400
2018-11-27,91.930000,92.860001,91.849998,92.720001,90.183502,9023400
2018-11-28,92.629997,93.220001,92.209999,93.010002,90.465561,8093700
2018-11-29,92.860001,93.300003,92.660004,92.820000,90.280762,6126900
2018-11-30,93.180000,94.650002,92.750000,94.510002,91.924530,16291800
